Ticker,Name,Market Cap (HKD),Sector,Revenue 2024 (HKD),Revenue 2023 (HKD),Revenue 2022 (HKD),Revenue 2021 (HKD),EPS 2024 (HKD),EPS 2023 (HKD),EPS 2022 (HKD),EPS 2021 (HKD),ROA 2024 (%),ROA 2023 (%),ROA 2022 (%),ROA 2021 (%)
2005.HK,SSY GROUP,8519171584.0,Healthcare,5773251000.0,6463009000.0,6434025000.0,5356763000.0,0.3582,0.4441,0.3761,0.2599,14.79,17.67,16.94,13.06
0336.HK,HUABAO INTL,8494716416.0,Basic Materials,3710591500.0000005,3638622900.0000005,4211882400.0000005,4270951300.0000005,,0.07953,-0.35915,0.23870000000000002,-0.36,5.21,-2.33,9.19
1729.HK,TIME INTERCON,8485893120.0,Industrials,7388751000.0,5764839000.0,3590117000.0,3008019000.0,,11.06,9.1,0.123,14.13,6.62,10.84,14.72
0297.HK,SINOFERT,8429351936.0,Basic Materials,23391339400.0,23900932000.000004,25302971100.000004,24905535600.000004,,0.09801,0.17490000000000003,0.13574,8.87,6.67,8.0,7.32
2362.HK,JINCHUAN INTL,8404543488.0,Basic Materials,,4983084600.0,6876464400.0,6488812200.0,,-0.007019999999999999,0.00078,0.07487999999999999,,5.84,7.82,18.23
9878.HK,HUITONGDA NET,8265635328.0,Technology,66065260800.00001,90675772000.0,90316585700.0,72339491400.0,0.539,0.8800000000000001,0.6930000000000001,-0.43108120000000005,3.2,4.27,3.78,3.8
1651.HK,TSUGAMI CHINA,8246291968.0,Industrials,3431641400.0000005,4451592200.0,4861875700.0,3428673600.0000005,,1.6720000000000002,1.9250000000000003,1.1330000000000002,23.09,28.35,32.4,25.13
9638.HK,FERRETTI,8188695040.0,Consumer Cyclical,1240347000.0,1134484000.0,1030099000.0,898421000.0,0.26,0.25,0.19,0.112304,11.73,10.55,8.93,8.98
3393.HK,WASION HOLDINGS,8157031424.0,Industrials,9588195100.0,7977499200.000001,6441428400.000001,5049838200.0,,0.5797000000000001,0.36190000000000005,0.2992,11.53,10.06,8.12,6.87
6657.HK,BAIWANG CO,8143947264.0,Technology,725133200.0,784295600.0000001,578341500.0,499139300.00000006,,-1.7430996,-0.7474368,-2.1762598,-45.28,-32.44,-12.0,-35.79
2233.HK,WESTCHINACEMENT,8139169792.0,Basic Materials,9179440600.0,9922991100.0,9338048500.0,8803070100.0,0.12650000000000003,0.08470000000000001,0.24640000000000004,0.3201,8.21,8.71,11.71,14.16
2431.HK,MINIEYE,8131693568.0,Technology,719929100.0,523826600.00000006,307293800.0,192691400.00000003,,-0.5435056,-0.592075,-0.36434310000000003,-12.43,-17.91,-27.12,-19.06
2155.HK,MORIMATSU INTL,8109741568.0,Industrials,7643189400.000001,8096288200.000001,7134904700.000001,4714844200.0,0.682,0.803,0.7040000000000001,0.47300000000000003,13.79,14.08,12.31,10.89
1117.HK,CH MODERN D,8073972736.0,Consumer Defensive,14579775100.000002,14804045300.000002,13524600100.000002,7786317000.000001,-0.19899000000000003,0.024530000000000003,0.07876,0.15873000000000004,-1.33,4.16,5.34,7.33
1681.HK,CONSUN PHARMA,8060881920.0,Healthcare,3263958500.0000005,2849126500.0,2573615000.0,2249126000.0,1.2210000000000003,1.089,0.9460000000000001,0.8140000000000001,20.84,19.23,18.74,19.71
1448.HK,FU SHOU YUAN,8039552000.0,Consumer Cyclical,2285232400.0,2890831900.0,2388788600.0,2558432800.0,0.18040000000000003,0.38280000000000003,0.319,0.3476,13.45,20.38,17.64,19.8
2558.HK,JINSHANG BANK,7998950400.0,Financial Services,6563577900.000001,5859229200.0,5389452200.0,5745132800.0,,0.37400000000000005,0.341,0.319,-11.6,-12.76,-14.03,-15.43
0775.HK,CKLIFE SCIENCES,7977188352.0,Healthcare,5522674000.0,5322733000.0,5275590000.0,5402312000.0,-0.0132,0.0018,0.0137,0.0169,4.55,5.55,5.32,4.97
0553.HK,NANJING PANDA,7950354432.0,Technology,2910473456.9460006,3203542628.0110006,4569724503.586,4985026673.561001,-0.22737000000000002,-0.28633,0.04796,0.05049000000000001,-0.5,-1.27,3.98,3.92
6666.HK,EVERG SERVICES,7891884544.0,Real Estate,14032355700.000002,13735198400.000002,12990093600.000002,14512810400.000002,0.099,0.15400000000000003,0.14300000000000002,-0.033,19.76,31.26,35.75,3.59
3868.HK,XINYI ENERGY,7874051072.0,Utilities,2854899427.809208,2765753674.1147757,2546802500.0,2526312800.0,0.10505,0.13775300000000001,0.1463,0.19047270000000002,11.33,12.04,11.66,11.43
3738.HK,VOBILE GROUP,7802867200.0,Technology,2401322000.0,2000989000.0,1442670000.0,686528000.0,0.0631,-0.0035,0.0198,-0.0119,7.11,7.85,8.33,1.62
2273.HK,GUSHENGTANG,7787091968.0,Healthcare,3324614700.0000005,2555686100.0,1787017100.0000002,1509308900.0000002,1.3860000000000001,1.1660000000000001,0.8690000000000001,-4.8180000000000005,16.0,13.99,13.62,-18.17
1773.HK,TIANLI INT HLDG,7746467328.0,Consumer Defensive,3652987800.0000005,2532794000.0,972809200.0000001,,,0.17655,0.05038,,11.83,8.16,3.86,
1896.HK,MAOYAN ENT,7713911296.0,Communication Services,4490395800.0,5233105900.0,2551424700.0,3655756500.0000005,0.17600000000000002,0.8690000000000001,0.099,0.35200000000000004,3.85,11.23,3.73,7.35
0376.HK,YUNFENG FIN,7705140224.0,Financial Services,4872530000.0,4296250000.0,762552000.0,8517586000.0,,0.1,-0.17,0.133,4.56,4.56,4.56,4.56
3306.HK,JNBY,7667125248.0,Consumer Cyclical,5761963900.0,4911636400.0,4494454800.0,4538847500.0,1.837,1.364,1.2320000000000002,1.4300000000000002,41.95,35.49,32.08,33.7
1112.HK,H&H INTL HLDG,7643442688.0,Consumer Defensive,14356878800.000002,15319117000.000002,14053505400.000002,12702607500.000002,-0.08800000000000001,1.0010000000000001,1.056,0.8690000000000001,7.98,11.22,9.83,7.7
1983.HK,LUZHOU BANK,7609699840.0,Financial Services,5297525200.0,4982010000.0,3849921900.0000005,3881945100.0000005,,0.36300000000000004,0.28600000000000003,0.264,13.86,15.25,16.77,18.45
2562.HK,SYNAGISTICS,7605482496.0,Financial Services,101861000.0,126595000.0,,,-0.6208,-0.03987,,,-196.29,-11.57,,
1951.HK,JXR,7575399424.0,Healthcare,3092755600.0000005,3067801000.0000005,2600926900.0,2022708600.0000002,0.12100000000000001,0.14300000000000002,0.05500000000000001,0.15400000000000003,5.33,6.12,3.51,5.56
2157.HK,LEPU BIO-B,7543790080.0,Healthcare,404573400.00000006,247887200.00000003,17129200.0,,-0.264,-0.011000000000000001,-0.462,-0.6705248,-14.58,4.01,-25.94,-49.18
2285.HK,CHERVON,7543157248.0,Industrials,13835429400.0,10722769200.0,15516384000.0,13710715200.0,1.716,-0.546,2.184,2.808,10.02,-0.18,11.3,10.88
1310.HK,HKBN,7512913408.0,Communication Services,10650922000.0,11692176000.0,11626164000.0,11463745000.0,0.008,-0.967,0.422,0.158,12.1,4.43,12.0,10.09
0165.HK,CHINA EB LTD,7431952384.0,Financial Services,5475992000.0,5929557000.0,985896000.0,4681611000.0,-1.133,-1.141,-4.417,1.527,-31.49,-31.49,-31.49,-31.49
1440.HK,STAR SHINE-2500,7370999808.0,Basic Materials,642995100.0,349088300.0,147570500.0,182536200.0,,-0.0088,-0.007810000000000001,0.0187,0.7,1.66,2.84,11.8
2142.HK,HBM HOLDINGS-B,7355279872.0,Healthcare,297180000.0,698115600.0,317140200.0,33602400.0,0.02886,0.24258,-1.482,-1.482,4.71,13.65,-54.71,-46.34
2186.HK,LUYE PHARMA,7297639936.0,Healthcare,6667585100.000001,6757385800.000001,6579821600.000001,5720248600.0,0.13794000000000003,0.15719000000000002,0.19118000000000002,-0.0429,8.14,8.96,8.22,4.42
3613.HK,TONGRENTANGCM,7215802368.0,Healthcare,1611644000.0,1524945000.0,1731095000.0,1556158000.0,0.6,0.65,0.77,0.73,15.89,17.51,21.44,22.24
2477.HK,WELLCELL H-NEW,7169999872.0,Communication Services,306045300.0,281554900.0,249164300.00000003,223669600.00000003,,0.0224367,0.0266849,0.028076400000000005,8.75,15.77,22.4,24.08
0517.HK,COSCO SHIP INTL,7153933824.0,Industrials,3627126000.0,3341729000.0,3962539000.0,4533549000.0,0.4838,0.4033,0.2274,0.1881,8.8,7.5,4.93,4.07
2465.HK,LOPAL TECH,7147967488.0,Energy,8440356251.294001,9602426411.721,15478807249.147001,4458855962.803,-1.2100000000000002,-2.3980000000000006,1.562,0.803,1.16,-7.26,11.74,11.94
2522.HK,RIMAG GROUP,7086960640.0,Healthcare,836650100.0000001,1021805400.0000001,862888400.0000001,651214300.0,-0.14520000000000002,0.13711720000000002,0.0011242,-1.1136433000000001,8.23,15.0,11.49,-7.89
0819.HK,TIANNENG POWER,7038249472.0,Consumer Cyclical,84335694300.0,92280070300.0,82058505100.0,94177508700.0,1.1110000000000002,1.7820000000000003,1.7600000000000002,1.265,7.07,9.21,10.55,9.05
3316.HK,BINJIANG SER,7020738048.0,Real Estate,3954185400.0000005,3090126600.0000005,2180896300.0,1538841700.0000002,,1.9580000000000002,1.639,1.276,20.78,18.1,21.01,28.08
1475.HK,NISSIN FOODS,6991717376.0,Consumer Defensive,3811864000.0,3833194000.0,4067732000.0,3866335000.0,,0.3164,0.2996,0.2874,7.25,10.78,11.07,9.36
1349.HK,FUDANZHANGJIANG,6955701760.0,Healthcare,780345462.6,935806533.2,1134275821.8000002,1254344396.8000002,0.044000000000000004,0.12100000000000001,0.14300000000000002,0.231,3.41,6.14,7.94,10.99
0839.HK,CHINA EDU GROUP,6916765696.0,Consumer Defensive,7236900000.000001,6177600000.000001,5231600000.0,4050200000.0000005,,0.6084100000000001,0.8474400000000001,0.7154400000000001,5.22,8.5,9.52,8.61
1691.HK,JS GLOBAL LIFE,6914394112.0,Consumer Cyclical,12429963000.0,11143906800.0,11508946800.0,40174625400.0,0.0156,0.2964,0.7566,0.9672,1.81,13.16,6.05,14.87
1523.HK,PLOVER BAY TECH,6910982144.0,Technology,910969800.0,735220200.0,676704600.0,578198400.0,,0.19968,0.16146,0.15288,44.38,42.68,35.34,37.92
1302.HK,LIFETECH SCI,6907481600.0,Healthcare,1434068900.0,1393892500.0,1207041000.0,1017867400.0000001,,0.066,0.08470000000000001,0.0748,6.48,5.94,13.29,13.74
0604.HK,SHENZHEN INVEST,6852068352.0,Real Estate,15567468000.0,15832132000.0,31540226000.0,32050306000.0,-0.2048,-0.0294,0.2343,-0.3058,0.57,1.96,5.38,2.92
2038.HK,FIH,6776335360.0,Technology,44483002200.0,50277224400.0,73275688200.0,66943960200.0,,-0.11856,-0.07098,0.0546,5.22,2.49,2.46,4.49
2013.HK,WEIMOB INC,6761714176.0,Technology,1473180500.0,2450452400.0,2022886800.0000002,2163598800.0,,-0.30800000000000005,-0.803,-0.36300000000000004,-21.97,-3.54,-20.08,-5.1
2291.HK,SCIENTECH,6761625088.0,Healthcare,518807968.624,359285243.856,272437000.0,244841300.00000003,,0.48400000000000004,-0.066,0.18620580000000003,15.21,9.68,1.14,8.58
0071.HK,MIRAMAR HOTEL,6743769600.0,Real Estate,2858424000.0,2552594000.0,1382231000.0,1247025000.0,,1.41,0.69,0.48,4.46,5.45,3.01,2.33
1610.HK,COFCO JOYCOME,6735540224.0,Consumer Defensive,17958821100.0,12725154200.000002,14190752400.000002,14550366600.000002,,-0.03366,0.10054,-0.12958,8.13,4.01,7.42,3.64
0863.HK,OSL GROUP,6720845312.0,Technology,374747000.0,209837000.0,71480000.0,324338000.0,,-0.61,-1.28,-0.95,4.44,-12.9,-19.34,-4.97
0751.HK,SKYWORTH GROUP,6676661760.0,Technology,71514300000.0,75934100000.0,58840100000.00001,56020800000.00001,0.27049,0.47465,0.35167000000000004,0.68321,4.48,5.65,5.13,6.57
1855.HK,ZONQING LTD,6608250368.0,Industrials,1917401200.0000002,2591046700.0,1228086200.0,1030254500.0000001,0.05500000000000001,0.17600000000000002,-0.0427779,0.044000000000000004,3.03,7.18,-0.94,3.7
2225.HK,JINHAI MED TECH,6565899776.0,Industrials,50241000.0,45644000.0,22280000.0,21895836.0,,-0.0025,0.0001,-5e-05,-21.12,1.78,13.05,16.1
9676.HK,SHIYUE DAOTIAN,6558440960.0,Consumer Defensive,6319846500.000001,5353728600.0,4986212000.0,3958076100.0000005,0.20900000000000002,-0.08800000000000001,-0.41948610000000003,-0.17801740000000002,8.6,0.91,-18.13,-5.82
1666.HK,TONG REN TANG,6544785920.0,Healthcare,7985608400.000001,7450809300.000001,6591025100.000001,5940535700.000001,0.451,0.5060000000000001,0.5060000000000001,0.44000000000000006,10.81,12.12,13.46,12.87
1280.HK,QIDIAN GUOFENG,6487174656.0,Consumer Cyclical,486193400.00000006,351794300.0,288582800.0,331290300.0,,0.2805,-0.6864,-0.3234,-408.06,28.36,-41.43,-2.03
2598.HK,LIANLIAN,6473100288.0,Technology,1446454900.0,1131081600.0,817022800.0000001,708008400.0,,-0.6740305000000001,-0.9416385,-0.7670311,-3.91,-6.38,-9.39,-9.13
0028.HK,TIAN AN,6465368576.0,Real Estate,3012234000.0,2782050000.0,5087025000.0,2574680000.0,-0.14,0.83,1.04,0.96,0.52,3.54,5.17,6.0
9966.HK,ALPHAMAB-B,6445212160.0,Healthcare,704091300.0,240651400.00000003,183529500.0,160623100.0,0.18700000000000003,-0.24200000000000002,-0.385,-0.48400000000000004,12.43,-6.66,-13.32,-14.56
1799.HK,XINTE ENERGY,6406400000.0,Technology,23334277951.369003,33826975291.164005,40514540148.588005,24775343936.915005,,3.34235,10.24221,4.316730000000001,-0.53,11.85,27.11,16.19
6606.HK,"6606.HK,0P0001LNWQ,0",6345395712.0,N/A,,,841456000.0000001,234037100.00000003,,,-0.20900000000000002,-8.965000000000002,,,-1.96,-142.92
1108.HK,TRIUMPH NEW EN,6345222144.0,Basic Materials,5053892034.081,7254774675.060001,5533122370.897001,3988436601.644,-1.034,0.671,0.6930000000000001,0.48400000000000004,-2.72,8.27,8.63,8.96
0187.HK,JINGCHENG MAC,6328631808.0,Industrials,1813746271.2380002,1546045261.288,1509487355.3540003,1300930943.433,0.011000000000000001,-0.11000000000000001,0.044000000000000004,-0.05500000000000001,5.03,1.86,4.69,1.71
2190.HK,ZYLOXTB,6254301184.0,Healthcare,860723600.0000001,580529400.0,367499000.0,195703200.00000003,0.34111,-0.264,-0.37400000000000005,-0.7480000000000001,4.47,-1.36,-2.93,-6.3
1789.HK,AK MEDICAL,6251279872.0,Healthcare,1481014700.0000002,1203248200.0,1157251700.0,837585100.0000001,0.275,0.17600000000000002,0.198,0.08800000000000001,13.76,11.84,12.8,7.78
0460.HK,SIHUAN PHARM,6173099008.0,Healthcare,2091219900.0000002,2046592900.0000002,2399307900.0,3342230100.0000005,,-0.00638,-0.22572,0.04862000000000001,1.1,3.19,-13.97,7.0
2158.HK,YIDU TECH,6096812544.0,Healthcare,887783600.0000001,885170000.0000001,1360920000.0,953739600.0000001,-0.20900000000000002,-0.6930000000000001,-0.8800000000000001,-7.964000000000001,-3.89,-12.99,-16.67,-76.55
0081.HK,CH OVS G OCEANS,6086522880.0,Real Estate,50484777200.00001,62048958400.00001,63241219800.00001,59213518100.00001,,0.7117000000000001,0.9977000000000001,1.6225000000000003,1.99,3.11,3.73,5.7
0086.HK,SUN HUNG KAI CO,5985929728.0,Financial Services,2317200000.0,1575200000.0,705700000.0,5487200000.0,0.193,-0.241,-0.782,1.427,7.24,7.24,7.24,7.24
2172.HK,MICROPORT NEURO,5968768512.0,Healthcare,837938200.0000001,732186400.0,602085000.0,421078900.00000006,0.48400000000000004,0.275,-0.044000000000000004,0.0456302,19.6,12.43,9.18,8.93
1052.HK,YUEXIUTRANSPORT,5906254336.0,Industrials,4253830900.0000005,4363398600.0,3617815300.0000005,4072503600.0000005,0.4317500000000001,0.50314,0.29788000000000003,0.9631600000000001,9.72,10.26,8.62,12.43
0975.HK,MONGOL MINING,5901113856.0,Basic Materials,8110845600.0,8071603800.0,4260734400.0,1435738200.0,1.72536,1.7121,0.44304,-0.4173,23.22,23.15,8.98,1.91
2255.HK,HAICHANG HLDG,5842080256.0,Consumer Cyclical,2000193800.0000002,1998526200.0000002,872286800.0000001,2706220000.0,,-0.02673,-0.19041000000000002,0.11616000000000001,-0.66,4.67,-8.38,20.41
0200.HK,MELCO INT'L DEV,5811801600.0,Consumer Cyclical,36172972000.0,29531635000.0,10565657000.0,15638846000.0,,-1.16,-3.4,-2.52,8.15,5.8,-2.37,0.34
2105.HK,LAEKNA-B,5773541888.0,Healthcare,,,,,-0.781,-1.848,-22.0392876,-2.1119197,-28.19,-42.68,-177.32,-177.93
1905.HK,HAITONG UT,5764709888.0,Financial Services,6373596900.000001,5805239000.0,5868780500.0,5863796400.0,0.18700000000000003,0.198,0.18700000000000003,0.17600000000000002,-2.63,-2.9,-3.19,-3.5
2169.HK,CANGGANGRAILWAY,5720000000.0,Industrials,284827400.0,383952800.00000006,366773000.0,391589000.00000006,0.01617,0.016720000000000002,0.019250000000000003,0.022000000000000002,11.36,12.26,12.81,14.14
2490.HK,LC LOGISTICS,5713928704.0,Industrials,2141032300.0000002,1362318100.0,5068721900.0,4614932300.0,,0.49500000000000005,1.4758348000000001,1.4880030000000002,28.32,13.15,33.57,43.27
0173.HK,K. WAH INT'L,5706441216.0,Real Estate,7187433000.0,6102809000.0,8793712000.0,16217700000.0,0.1063,0.256,0.4381,1.0726,1.78,2.58,2.82,6.57
0308.HK,CHINA TRAVEL HK,5702728704.0,Consumer Cyclical,4627425000.0,4494211000.0,3031936000.0,3647829000.0,0.0191,0.0433,-0.0643,0.0314,3.89,5.04,-0.5,2.45
0737.HK,BAY AREA DEV,5701126656.0,Industrials,967437900.0000001,1039254700.0000001,868671100.0000001,674862100.0,0.16456,0.18865000000000004,0.09944,0.25399,10.06,10.46,6.47,9.1
0258.HK,TOMSON GROUP,5675968000.0,Real Estate,393727000.0,513810000.0,460049000.0,779066000.0,,0.0212,0.0087,0.1438,1.9,1.04,0.96,3.18
1858.HK,CHUNLI MEDICAL,5675929600.0,Healthcare,886442724.4090002,1329376230.4680002,1321764679.664,1218953472.671,,0.792,0.8800000000000001,1.0230000000000001,5.37,10.27,11.84,14.8
6086.HK,FANGZHOU JIANKE,5642536448.0,Healthcare,2978104800.0000005,2677738800.0,2424732200.0,1934540300.0000002,-0.9680000000000001,-0.16150970000000003,-0.31458790000000003,-0.2494734,-137.23,-36.87,-77.31,-91.49
0340.HK,TONGGUAN GOLD,5629042688.0,Basic Materials,1604821000.0,1497236000.0,1244864000.0,681721000.0,0.0519,0.0139,0.0148,0.0409,9.83,3.54,3.44,6.93
1866.HK,CHINA XLX FERT,5607758336.0,Basic Materials,25441121200.000004,25822871800.000004,25379086700.000004,18675009100.0,1.32055,1.067,1.2063700000000002,1.21627,15.35,15.3,16.83,16.51
0119.HK,POLY PROPERTY,5578923008.0,Real Estate,44229330200.0,45025659800.0,45240047600.0,33335952100.000004,0.05269,0.41591,0.23881,0.6149000000000001,2.22,3.13,4.13,4.78
3990.HK,MIDEA REAL EST,5540682752.0,Real Estate,4098380000.0000005,80920944500.0,80993932800.0,81073407800.0,-1.584,0.7260000000000001,1.4740000000000002,3.3440000000000003,10.57,2.52,3.07,3.39
1516.HK,SUNAC SERVICES,5471743488.0,Real Estate,7666451100.000001,7710468700.000001,7838777100.000001,8694041400.0,,-0.15400000000000003,-0.17600000000000002,0.451,-4.26,-1.62,-4.0,15.69
0990.HK,THEME INT'L,5455876096.0,Basic Materials,40913965000.0,55376948000.0,39090928000.0,34644900000.0,0.022,0.0891,0.0896,0.0771,2.58,9.69,13.33,14.49
0272.HK,SHUI ON LAND,5446493696.0,Real Estate,8990300000.0,10727200000.0,17121500000.000002,19310500000.0,,0.11110000000000002,0.12430000000000001,0.22330000000000003,6.08,5.33,5.4,6.71
2256.HK,ABBISKO-B,5438028800.0,Healthcare,554391200.0,20966000.0,,24950200.000000004,0.044000000000000004,-0.7370000000000001,-0.8800000000000001,-8.481,5.39,-21.37,-21.08,-74.47
0588.HK,BEIJING N STAR,5434459648.0,Real Estate,7867647955.200001,17326625917.7,14287833694.2,24401139185.500004,-0.924,0.022000000000000002,-0.528,0.022000000000000002,-4.35,2.95,-0.55,1.96
1458.HK,ZHOU HEI YA,5413499392.0,Consumer Defensive,2696136300.0,3017990800.0000005,2577688300.0,3156959300.0000005,0.044000000000000004,0.05500000000000001,0.0303292,0.165,11.59,13.1,9.76,15.14
2877.HK,SHINEWAY PHARM,5401110016.0,Healthcare,4155847300.0000005,4968191800.0,4345699600.0,3545905000.0000005,1.2210000000000003,1.4080000000000001,1.056,0.8140000000000001,13.37,14.97,14.75,13.8
0909.HK,MING YUAN CLOUD,5330505216.0,Technology,1578299800.0000002,1803608400.0000002,1997992700.0000002,2402939000.0,-0.11000000000000001,-0.35200000000000004,-0.682,-0.198,-2.23,-9.12,-18.58,-7.0
9890.HK,ZX INC,5317678080.0,Communication Services,6138123200.000001,7166043500.000001,9698943100.0,6309289800.000001,,0.517,1.058068,1.2676862,3.41,7.78,8.04,12.44
9879.HK,MIGAO GROUP,5317299200.0,Basic Materials,4147597300.0000005,5195023900.0,4225540000.0000005,2289736900.0,,0.4951089000000001,0.48441140000000005,0.24724810000000003,8.87,19.32,14.66,13.23
0373.HK,ALLIED GROUP,5305656320.0,Financial Services,6465000000.0,6426100000.0,7156600000.0,7970300000.0,-0.22,-0.04,-0.35,1.9,22.55,22.55,22.55,22.55
9885.HK,YSB,5300645888.0,Healthcare,19693968800.0,18669503600.0,15702291000.000002,11102891800.0,,-9.086,-2.6093804000000005,-0.8725893000000001,2.61,-64.71,-36.19,-12.56
3709.HK,EEKA FASHION,5296204800.0,Consumer Cyclical,7247389600.000001,7603531100.000001,6229773000.000001,6990362500.000001,0.7513000000000001,1.3607000000000002,0.6214999999999999,0.9207000000000001,26.78,31.62,25.82,28.85
0826.HK,TIANGONG INT'L,5286499840.0,Basic Materials,5315239600.0,5679636600.0,5573487700.0,6319360300.000001,0.1441,0.1463,0.1991,0.2684,8.12,8.52,8.47,10.6
1672.HK,ASCLETIS-B,5274171392.0,Healthcare,1411300.0,62255600.00000001,59499000.00000001,84563600.0,-0.33055,-0.14817,-0.31856000000000007,-0.19943,-14.51,-5.57,-11.78,-6.58
9979.HK,GREENTOWN MGMT,5251622912.0,Real Estate,3785357400.0000005,3632664200.0000005,2921591200.0,2467473800.0,0.451,0.55,0.41800000000000004,0.319,18.27,20.7,18.0,15.79
2402.HK,SINOHYTEC,5234683904.0,Consumer Cyclical,403338491.512,880772074.347,811928238.2200001,692305636.5830001,-2.1670000000000003,-1.6280000000000001,-0.935,-0.9147963,-9.19,-4.72,-4.46,-5.88
0777.HK,NETDRAGON,5232941056.0,Communication Services,6651700000.000001,7811100000.000001,8652600000.0,7739600000.000001,0.6446000000000001,1.1330000000000002,1.6956500000000003,2.1083700000000003,14.95,14.03,14.47,18.48
2488.HK,LAUNCH TECH,5225174528.0,Consumer Cyclical,2070248575.6920002,1758187872.716,1294800784.9150002,1479295810.8500001,0.8981500000000001,0.43252,0.8349000000000001,0.23518,22.6,13.95,23.26,12.69
0327.HK,PAX GLOBAL,5223729152.0,Industrials,6044878000.0,6709324000.0,8062702000.0,7195982000.0,0.669,1.075,1.17,0.989,10.52,14.6,15.81,15.3
1809.HK,PRINX CHENGSHAN,5220362752.0,Consumer Cyclical,12071273500.000002,10943881300.0,8967147200.0,8290877100.000001,,1.7820000000000003,0.682,0.47300000000000003,19.84,17.73,9.18,6.94
2561.HK,VISEN PHARMA-B,5081143808.0,Healthcare,,,,,,-2.9370000000000003,-3.3946605,,-66.49,-60.05,-41.69,
1969.HK,CHINA CHUNLAI,5076000256.0,Consumer Defensive,1794645600.0000002,1647758200.0000002,1440116700.0,1146198900.0,0.7150000000000001,0.627,0.5060000000000001,0.561,17.38,17.67,17.01,18.85
6955.HK,BOAN BIOTECH,5005623808.0,Healthcare,798947600.0000001,679941900.0,567556000.0,174574400.0,0.15400000000000003,-0.25300000000000006,-0.7370000000000001,-0.4868831,6.9,-1.07,-12.26,-8.55
0116.HK,CHOW SANG SANG,5004254208.0,Consumer Cyclical,21176027000.0,25013339000.0,20556516000.0,21987559000.0,1.191,1.494876,0.668,0.949549,10.69,12.66,8.28,10.41
6686.HK,NOAH HOLDINGS,5002285568.0,Financial Services,,,3410409200.0000005,4722403400.0,,3.2010000000000005,3.1438,4.3032,,20.15,11.6,14.59
1286.HK,IMPRO PRECISION,4982445568.0,Industrials,4686795000.0,4604378000.0,4354711000.0,3777701000.0,0.341,0.31,0.309,0.203,16.06,13.94,14.09,11.92
2469.HK,FENBI,4957637120.0,Consumer Defensive,3068759100.0000005,3323449800.0000005,3091471900.0000005,3771414900.0000005,0.12100000000000001,0.099,-1.0954889,-1.0730742,20.1,16.14,-126.15,-89.63
0357.HK,MEILAN AIRPORT,4940343296.0,Industrials,2388087171.8,2294247479.7000003,1255607786.4,1766283475.0000002,-0.8910000000000001,-0.319,-0.36300000000000004,1.7820000000000003,6.03,7.78,2.6,9.55
0215.HK,HUTCHTEL HK,4915482112.0,Communication Services,4782000000.0,4896000000.0,4882000000.0,5385000000.0,0.0012,-0.0108,-0.0328,0.0008,11.81,10.84,9.46,9.26
9860.HK,ADICON HOLDINGS,4899556352.0,Healthcare,3205524300.0000005,3627610800.0000005,5346674300.0,3717466500.0000005,0.07700000000000001,0.37400000000000005,1.1454377,0.47977490000000006,7.52,14.57,24.42,20.21
0895.HK,DONGJIANG ENV,4899205120.0,Industrials,3835326773.3990006,4424714915.467,4263218581.2810006,4416753000.0,,-0.8140000000000001,-0.627,0.198,-5.54,-5.36,2.09,8.15
1515.HK,CR MEDICAL,4830237184.0,Healthcare,10840269000.0,11118250000.0,8691415700.0,4892224700.0,,0.22000000000000003,0.231,0.36300000000000004,12.54,9.82,5.96,4.93
0315.HK,SMARTONE TELE,4822161408.0,Communication Services,6221251000.0,6762884000.0,6957285000.0,6720308000.0,0.426,0.243,0.382,0.399,22.42,21.5,20.39,23.41
1916.HK,JIANGXI BANK,4819424256.0,Financial Services,12192706900.000002,12929211900.000002,12865339300.000002,9926527600.0,,0.12100000000000001,0.25300000000000006,0.37400000000000005,25.27,27.8,30.58,33.63
3978.HK,BESTSTUDY EDU,4803743232.0,Consumer Defensive,1212201100.0,538245400.0,540247400.0,2088489700.0000002,,0.13332000000000002,0.08228,-0.4752,21.06,21.4,20.03,7.45
2315.HK,BIOCYTOGEN-B,4770606080.0,Healthcare,1078499400.0,788603200.0000001,587269100.0,390010500.00000006,0.08800000000000001,-1.056,-1.7380000000000002,-1.5128586000000002,13.84,-4.4,-14.58,-18.06
1476.HK,HENGTOU SEC,4740317696.0,Financial Services,2589678300.0,2167759000.0,2545781700.0,3691190800.0000005,,0.022000000000000002,-0.539,0.12100000000000001,2.06,2.37,-4.69,3.45
0581.HK,CHINA ORIENTAL,4690438144.0,Basic Materials,47148097700.0,50503310000.00001,53482365200.00001,57153312700.00001,,-0.044000000000000004,0.24200000000000002,0.7370000000000001,3.85,3.29,5.68,9.68
3380.HK,LOGAN GROUP,4687622656.0,Real Estate,25591074300.000004,51883465700.00001,45784918300.0,86121886400.0,,-1.7781500000000001,-1.71259,2.0001300000000004,-3.25,-2.39,-2.3,6.21
0062.HK,TRANSPORT INT'L,4681889280.0,Industrials,8215353000.0,7884753000.0,6607171000.0,7202008000.0,0.37,0.83,1.17,0.53,6.44,6.92,6.72,5.87
1224.HK,C C LAND,4658796544.0,Real Estate,508317000.0,472980000.0,498368000.0,648051000.0,-0.1592,-0.499,-0.4998,0.1262,0.22,-4.83,-5.43,1.2
