Ticker,Name,Year,Sector,Market Cap (B HKD),Revenue (B HKD),EPS (HKD),First_Close,Last_Close,Close_Difference,Dividends,Growth (%),ROA (%),PE_Ratio
0011.HK,HANG SENG BANK,2022,Financial Services,201.967566848,34.381,5.53,119.3538,110.54591,-8.80789,3.9,-4.11,3.26,19.990218806509947
0175.HK,GEELY AUTO,2022,Consumer Cyclical,198.939721728,162.7611117,0.561,20.07862,10.89645,-9.18217,0.21,-44.69,9.38,19.42326203208556
1698.HK,TME-SW,2022,Communication Services,198.008225792,31.172900000000002,1.265,18.16917,32.50905,14.33988,0.0,78.92,9.27,25.698853754940714
1988.HK,MINSHENG BANK,2022,Financial Services,191.400689664,156.7236,0.781,2.34125,2.28967,-0.0515799999999999,0.249546,8.46,12.27,2.9317157490396926
2359.HK,WUXI APPTEC,2022,Healthcare,189.149380608,43.290255586083,3.311,116.16148,76.8942,-39.26728,0.6163,-33.27,21.12,23.223859861069162
2333.HK,GWMOTOR,2022,Consumer Cyclical,188.412903424,148.195254257798,1.001,24.96974,9.54966,-15.420080000000002,0.08501,-61.41,5.88,9.54011988011988
1816.HK,CGN POWER,2022,Utilities,181.223145472,91.104643945073,0.2167,2.1106,1.71089,-0.3997099999999998,0.09869,-14.26,9.56,7.895200738347946
1109.HK,CHINA RES LAND,2022,Real Estate,180.412776448,227.76723090000004,4.3340000000000005,27.78359,32.09982,4.316230000000001,1.692,21.63,5.94,7.40651130595293
2097.HK,MIXUE GROUP,2022,Consumer Defensive,180.3190272,14.933134700000002,5.825033500000001,,,,0.0,,31.53,
2423.HK,BEKE-W,2022,Real Estate,177.027989504,66.73565690000001,-0.429,30.53222,36.73795,6.205729999999999,0.0,20.33,1.82,
0001.HK,CKH HOLDINGS,2022,Industrials,173.309313024,262.497,9.57,43.26236,41.55441,-1.707950000000004,2.7,2.29,8.76,4.342153605015674
0066.HK,MTR CORPORATION,2022,Industrials,172.470124544,47.812,1.59,37.483,38.04213,0.5591300000000032,1.44,5.33,4.03,23.9258679245283
0669.HK,TECHTRONIC IND,2022,Industrials,168.321286144,103.3805526,4.59108,146.22293,82.45355,-63.769379999999984,1.95,-42.28,12.97,17.959510616238447
0002.HK,CLP HOLDINGS,2022,Utilities,166.87202304,100.662,0.37,67.68232,50.50368,-17.17864,3.1,-20.8,5.16,136.49643243243244
3993.HK,CMOC,2022,Basic Materials,164.372922368,190.28994294349602,0.308,3.86056,3.43619,-0.4243700000000001,0.08382,-8.82,11.4,11.156461038961039
0763.HK,ZTE,2022,Technology,157.157998592,135.24985980000002,1.881,19.72856,16.16746,-3.5611000000000037,0.36826,-16.18,9.17,8.595140882509302
6886.HK,HTSC,2022,Financial Services,157.114073088,33.892548001609,1.298,10.80911,7.84219,-2.96692,0.526416,-22.58,15.56,6.041748844375963
6881.HK,CGS,2022,Financial Services,156.858089472,20.1964466,0.77,3.44112,3.14958,-0.2915400000000003,0.363192,2.08,9.01,4.090363636363636
3606.HK,FUYAO GLASS,2022,Consumer Cyclical,155.929673728,30.9086295826,2.002,34.94559,29.19944,-5.746150000000004,1.207855,-12.99,16.62,14.585134865134867
9868.HK,XPENG-W,2022,Consumer Cyclical,151.529619456,29.540630900000004,-5.8740000000000006,197.2,38.35,-158.85,0.0,-80.55,-11.66,
6099.HK,CMSC,2022,Financial Services,149.570830336,19.313270562696005,0.946,9.70645,6.78658,-2.9198700000000004,0.633,-23.56,15.34,7.173974630021142
1336.HK,NCI,2022,Financial Services,147.283591168,70.3824,7.579000000000001,17.17793,16.94129,-0.2366400000000013,1.687653,8.45,2.29,2.2352935743501776
0688.HK,CHINA OVERSEAS,2022,Real Estate,147.099451392,198.35372590000003,2.343,15.78345,18.562,2.778550000000001,1.16,24.95,4.54,7.922321809645754
1898.HK,CHINA COAL,2022,Energy,140.759416832,242.63454490000004,1.518,3.85357,5.43816,1.58459,0.35249,50.27,15.26,3.5824505928853756
0027.HK,GALAXY ENT,2022,Consumer Cyclical,140.433965056,11.473793,-0.787,39.09426,50.19474,11.100480000000005,0.3,29.16,-1.43,
3692.HK,HANSOH PHARMA,2022,Healthcare,139.429953536,10.320651,0.484,18.27978,14.41327,-3.866509999999998,0.14,-20.39,12.29,29.779483471074382
0390.HK,CHINA RAILWAY,2022,Industrials,139.091574784,1269.7943412,1.3178,3.54682,3.72032,0.1735000000000002,0.22956,11.36,3.27,2.8231294581878887
1880.HK,CTG DUTY-FREE,2022,Consumer Cyclical,138.950656,59.87613652597501,2.78047,152.39223,221.83678,69.44454999999999,0.0,45.57,13.32,79.78391423032797
1800.HK,CHINA COMM CONS,2022,Industrials,138.827759616,790.9924000000001,1.265,3.45258,3.22374,-0.2288400000000003,0.25082,0.64,4.85,2.548411067193676
2338.HK,WEICHAI POWER,2022,Consumer Cyclical,138.209984512,192.67328918840204,0.627,13.74664,9.51699,-4.22965,0.3267,-28.39,6.95,15.178612440191387
1913.HK,PRADA,2022,Consumer Cyclical,137.792454656,4.200674,0.182,45.9121,42.47336,-3.438740000000003,0.57176,-6.24,19.25,233.3701098901099
1378.HK,CHINAHONGQIAO,2022,Basic Materials,137.09545472,144.8693697,1.02938,6.73204,6.64872,-0.0833199999999996,1.01,13.77,13.37,6.458955876352756
1787.HK,SD GOLD,2022,Basic Materials,135.74979584,55.336329684294995,0.22,12.99536,14.27393,1.2785700000000002,0.05892,10.29,7.63,64.8815
3908.HK,CICC,2022,Financial Services,133.360877568,40.157565351200006,1.606,20.46499,14.25923,-6.20576,0.351,-28.61,3.37,8.878723536737235
9987.HK,YUM CHINA,2022,Consumer Cyclical,131.764625408,74.6382,8.19,388.36255,437.26804,48.90548999999999,3.750864,13.56,10.65,53.39048107448107
1038.HK,CKI HOLDINGS,2022,Utilities,130.51580416,6.615,3.08,41.44026,35.88065,-5.559609999999999,2.51,-7.36,5.6,11.649561688311689
0003.HK,HK & CHINA GAS,2022,Utilities,130.43269632,60.9534,0.281,10.55094,6.64592,-3.90502,0.35,-33.69,8.0,23.650960854092524
6618.HK,JD HEALTH,2022,Healthcare,129.426653184,51.40976500000001,0.132,58.85,71.35,12.499999999999991,0.0,21.24,1.52,540.530303030303
0753.HK,AIR CHINA,2022,Industrials,128.686317568,58.187342400000006,-3.091,5.49,6.95,1.46,0.0,26.59,-6.77,
0914.HK,CONCH CEMENT,2022,Basic Materials,128.532348928,145.223709081,3.256,32.02578,23.80453,-8.221249999999998,2.79398,-16.95,12.06,7.310973587223588
0486.HK,RUSAL,2022,Basic Materials,128.137977856,108.9972,0.9204,7.51839,3.97,-3.54839,0.31258,-43.04,12.37,4.313342025206432
1776.HK,GF SEC,2022,Financial Services,126.30269952,26.616092496378,1.122,12.47497,10.26449,-2.2104800000000004,1.159232,-8.43,7.15,9.148386809269162
1928.HK,SANDS CHINA LTD,2022,Consumer Cyclical,126.094860288,12.519,-1.5249,18.04,25.9,7.859999999999999,0.0,43.57,-4.04,
6806.HK,SWHY,2022,Financial Services,122.464821248,21.842519375292003,0.121,1.65595,1.34711,-0.30884,0.117505,-11.55,15.48,11.133140495867769
0992.HK,LENOVO GROUP,2022,Technology,121.19392256,558.6220848,1.3611,7.89575,5.89493,-2.00082,0.38,-20.53,9.86,4.331004334729263
1171.HK,YANKUANG ENERGY,2022,Energy,118.476570624,247.47041330000002,3.8528765,6.22033,9.88865,3.668320000000001,0.961385,74.43,24.01,2.5665629303197237
0012.HK,HENDERSON LAND,2022,Real Estate,115.951296512,25.551,1.91,26.90828,23.41994,-3.488340000000001,1.8,-6.27,2.35,12.261748691099477
1113.HK,CK ASSET,2022,Real Estate,114.792783872,56.341,5.98,41.83912,42.90356,1.0644399999999976,2.22,7.85,5.03,7.174508361204013
2057.HK,ZTO EXPRESS-W,2022,Industrials,114.711396352,38.9146956,9.251,214.16212,209.14929,-5.01282999999998,3.90725,-0.52,15.62,22.60828991460383
6181.HK,LAOPU GOLD,2022,Consumer Cyclical,113.816100864,1.423642,0.6414925,,,,0.0,,19.33,
0916.HK,CHINA LONGYUAN,2022,Utilities,113.785831424,43.849387510995,0.64229,18.10297,9.09939,-9.00358,0.172,-48.79,10.86,14.167105201700165
1876.HK,BUD APAC,2022,Consumer Defensive,113.592590336,50.5284,0.5389799999999999,19.33406,23.31965,3.9855899999999984,0.2368,21.84,12.37,43.26626219896843
0902.HK,HUANENG POWER,2022,Utilities,112.044736512,271.3972681211,-0.671,5.34088,3.55097,-1.7899100000000003,0.0,-33.51,5.28,
2600.HK,CHALCO,2022,Basic Materials,111.110995968,320.0867362,0.2629,4.23805,3.2288,-1.0092500000000002,0.0372,-22.94,12.77,12.281475846329402
1186.HK,CHINA RAIL CONS,2022,Industrials,110.977286144,1205.9441537,1.936,4.28417,4.10576,-0.1784099999999995,0.2881,2.56,4.65,2.1207438016528926
0006.HK,POWER ASSETS,2022,Utilities,110.711169024,6.043,2.65,40.38018,37.0257,-3.3544800000000023,2.8200000000000003,-1.32,6.29,13.971962264150944
1929.HK,CHOW TAI FOOK,2022,Consumer Cyclical,109.261160448,98.9377,0.671,12.08519,14.19995,2.114759999999998,0.5,21.64,12.93,21.1623695976155
6969.HK,SMOORE INTL,2022,Consumer Defensive,109.041655808,13.359478000000001,0.45826,35.4643,11.78779,-23.67651,0.28,-65.97,14.47,25.72293021428883
2727.HK,SH ELECTRIC,2022,Industrials,106.790240256,129.38542980000003,-0.2508,2.5,1.76,-0.74,0.0,-29.6,0.42,
1055.HK,CHINA SOUTH AIR,2022,Industrials,104.277426176,95.76490000000001,-2.09,4.7,5.08,0.3799999999999999,0.0,8.09,-1.89,
0836.HK,CHINA RES POWER,2022,Utilities,101.57391872,103.305097,1.46,23.85429,14.10256,-9.751729999999998,0.255,-39.81,9.77,9.659287671232878
1972.HK,SWIREPROPERTIES,2022,Real Estate,97.071284224,13.826,1.36,16.25534,16.77018,0.5148399999999995,0.96,9.07,3.24,12.331014705882351
2269.HK,WUXI BIO,2022,Healthcare,94.2268416,16.795526000000002,1.166,87.2,59.85,-27.35,0.0,-31.36,13.81,51.329331046312184
0168.HK,TSINGTAO BREW,2022,Consumer Defensive,93.419954176,35.3887221864,3.0096000000000003,65.71323,72.65693,6.943700000000007,1.288,12.53,13.34,24.141723152578415
0316.HK,OOIL,2022,Industrials,90.603175936,154.5974664,117.702,131.92464,114.29869,-17.625950000000017,47.112,22.35,54.65,0.9710853681330818
1179.HK,HWORLD-S,2022,Consumer Cyclical,89.16578304,15.248200000000002,-0.649,28.48494,33.36714,4.882199999999997,0.1641108,17.72,0.46,
2016.HK,CZBANK,2022,Financial Services,89.099173888,53.395100000000006,0.5830000000000001,2.47814,2.09515,-0.3829899999999999,0.0,-15.45,1.19,3.5937392795883354
6862.HK,HAIDILAO,2022,Consumer Cyclical,88.589402112,34.1424974,0.275,15.89521,20.6049,4.70969,0.0,29.63,32.83,74.92690909090909
3996.HK,CH ENERGY ENG,2022,Industrials,88.105558016,403.0353954000001,0.198,1.27629,0.85607,-0.4202199999999999,0.026361,-30.86,4.15,4.323585858585858
6823.HK,HKT-SS,2022,Communication Services,87.11663616,34.125,0.6471,8.36102,8.12025,-0.2407699999999994,0.7343,5.9,11.55,12.548678720445062
2367.HK,GIANT BIOGENE,2022,Consumer Defensive,86.906191872,2.6008895,1.089,26.42715,33.25664,6.829489999999996,0.0,25.84,42.25,30.538696051423322
0291.HK,CHINA RES BEER,2022,Consumer Defensive,86.614802432,38.7893,1.4740000000000002,57.41158,52.3792,-5.032380000000003,0.625,-7.68,13.68,35.53541383989145
3618.HK,CQRC BANK,2022,Financial Services,86.302072832,31.768382800000005,0.979,2.10009,2.19711,0.0970200000000001,0.296561,18.74,9.18,2.2442390194075585
2313.HK,SHENZHOU INTL,2022,Consumer Cyclical,85.909020672,30.559553200000003,3.3440000000000003,127.78947,82.83867,-44.9508,1.63,-33.9,17.42,24.772329545454543
9863.HK,LEAPMOTOR,2022,Consumer Cyclical,85.766627328,13.623093000000003,-5.379,31.9,30.2,-1.6999999999999993,0.0,-5.33,-26.58,
0288.HK,WH GROUP,2022,Consumer Defensive,85.705736192,219.4608,0.83304,3.81292,3.62607,-0.1868500000000001,0.19,0.08,15.6,4.352816191299337
0670.HK,CHINA EAST AIR,2022,Industrials,84.56081408,50.935500000000005,-2.178,3.01,3.17,0.1600000000000001,0.0,5.32,-6.22,
0241.HK,ALI HEALTH,2022,Healthcare,84.481949696,22.6353776,-0.02167,6.23,6.65,0.4199999999999999,0.0,6.74,-1.08,
1209.HK,CHINA RES MIXC,2022,Real Estate,84.452507648,13.217796900000002,1.0637,32.39616,36.72573,4.329569999999997,0.484,14.86,13.74,34.52639842060731
0087.HK,SWIRE PACIFIC B,2022,Industrials,84.087472128,91.169,2.81,5.0933,7.5319,2.4386,0.55,58.68,3.48,2.680391459074733
1801.HK,INNOVENT BIO,2022,Healthcare,83.545653248,5.012018,-1.606,44.05,33.5,-10.549999999999995,0.0,-23.95,-10.94,
0019.HK,SWIRE PACIFIC A,2022,Industrials,82.41225728,91.169,2.81,32.43075,52.39345,19.9627,2.75,70.03,3.48,18.64535587188612
9660.HK,HORIZONROBOT-W,2022,Technology,82.072420352,0.9962436,-0.7361046,,,,0.0,,-93.65,
2202.HK,CHINA VANKE,2022,Real Estate,81.916297216,554.2222040946361,2.156,15.48715,14.68857,-0.7985799999999994,1.142428,2.22,3.48,6.812880333951762
6990.HK,SKB BIO-B,2022,Healthcare,81.163706368,0.8843263000000001,-2.7934621,,,,0.0,,-38.9,
2238.HK,GAC GROUP,2022,Consumer Cyclical,80.896753664,121.2991148908,0.8580000000000001,6.78667,4.72573,-2.06094,0.266092,-26.45,8.33,5.507843822843823
3958.HK,DFZQ,2022,Financial Services,80.345284608,19.865427962061002,0.385,5.60463,3.36789,-2.23674,0.292929,-34.68,21.97,8.747766233766233
0285.HK,BYD ELECTRONIC,2022,Technology,78.073380864,117.90491680000001,0.902,27.26291,24.49628,-2.766630000000003,0.1211,-9.7,9.48,27.157738359201772
0177.HK,JIANGSU EXPRESS,2022,Industrials,76.575719424,14.581163418492,0.8131200000000001,6.5816,6.25544,-0.3261599999999998,0.5369,3.2,10.83,7.693132624950806
9926.HK,AKESO,2022,Healthcare,74.947510272,0.9214216,-1.562,30.4,43.0,12.6,0.0,41.45,-25.48,
0322.HK,TINGYI,2022,Consumer Defensive,74.7126784,86.589162,0.51403,13.89969,13.07368,-0.8260100000000001,0.93623,0.79,14.79,25.43369064062409
6178.HK,EB SECURITIES,2022,Financial Services,74.631544832,11.742621517539,0.671,5.12557,4.67891,-0.4466599999999996,0.267229,-3.5,32.92,6.973040238450074
2618.HK,JD LOGISTICS,2022,Industrials,74.481106944,151.1422088,-0.253,26.7,15.12,-11.58,0.0,-43.37,10.39,
0083.HK,SINO LAND,2022,Real Estate,74.29881856,15.55417457,0.76,7.76459,8.34327,0.5786800000000003,0.57,14.79,4.2,10.977986842105263
1177.HK,SINO BIOPHARM,2022,Healthcare,72.469487616,28.628780400000004,0.1496,5.24861,4.37575,-0.8728600000000002,0.1,-14.73,11.49,29.249665775401066
9866.HK,NIO-SW,2022,Consumer Cyclical,72.43317248,54.19541710000001,-9.779000000000002,158.89999,78.5,-80.39999,0.0,-50.6,-11.49,
2319.HK,MENGNIU DAIRY,2022,Consumer Defensive,71.966081024,101.85265420000002,1.4762000000000002,41.93077,33.48148,-8.449290000000005,0.4486,-19.08,9.81,22.680856252540302
2382.HK,SUNNY OPTICAL,2022,Technology,71.489077248,36.5166307,2.42286,244.57121,91.7496,-152.82161000000002,1.118,-62.03,12.66,37.868304400584435
6066.HK,CSC,2022,Financial Services,70.66353664,29.790828100000002,0.946,7.31182,6.21484,-1.0969800000000005,0.463,-8.67,3.81,6.569598308668076
0960.HK,LONGFOR GROUP,2022,Real Estate,69.026390016,275.6216177,4.488,30.75645,21.97594,-8.78051,1.7965,-22.71,6.64,4.8965998217468805
2688.HK,ENN ENERGY,2022,Utilities,68.730191872,121.05610000000001,5.720000000000001,135.86478,101.38482,-34.47995999999999,2.75,-23.35,13.23,17.72461888111888
0358.HK,JIANGXI COPPER,2022,Basic Materials,67.71402752,527.9318497123002,1.903,11.06993,10.57149,-0.4984399999999986,0.5877,0.81,6.79,5.555170782974251
1093.HK,CSPC PHARMA,2022,Healthcare,67.253788672,34.030594400000005,0.5622100000000001,7.56302,7.50979,-0.0532300000000001,0.2,1.94,22.79,13.357624375233451
0135.HK,KUNLUN ENERGY,2022,Energy,66.847481856,189.13840000000002,0.6641800000000001,6.39695,4.99514,-1.4018100000000002,0.2522,-17.97,13.6,7.520762443915805
0293.HK,CATHAY PAC AIR,2022,Industrials,66.583502848,51.036,-1.124,5.63891,7.53033,1.89142,0.0,33.54,5.03,
1157.HK,ZOOMLION,2022,Industrials,66.517991424,45.794647502252005,0.297,3.86732,3.13806,-0.72926,0.3755,-9.15,4.06,10.565858585858585
2607.HK,SH PHARMA,2022,Healthcare,65.973399552,255.17942974096104,1.7710000000000004,13.41613,11.83591,-1.5802200000000006,0.492121,-8.11,6.91,6.683178994918124
1308.HK,SITC,2022,Industrials,63.675359232,32.081049,5.694,18.74259,12.95357,-5.789020000000001,3.8,-10.61,69.29,2.2749508254302775
1818.HK,ZHAOJIN MINING,2022,Basic Materials,63.0545408,8.6741127,0.077,6.51354,8.61852,2.1049800000000003,0.0,32.32,5.34,111.92883116883117
2196.HK,FOSUN PHARMA,2022,Healthcare,62.829338624,48.346701584753006,1.573,31.40416,23.8907,-7.513460000000002,0.66,-21.82,8.08,15.187984742530197
0151.HK,WANT WANT CHINA,2022,Consumer Defensive,62.674460672,26.383380100000004,0.38676,6.15852,4.78596,-1.37256,0.3197,-17.1,25.2,12.37449581135588
0004.HK,WHARF HOLDINGS,2022,Real Estate,62.648614912,18.064,-0.56,21.87647,21.79583,-0.0806400000000024,0.6000000000000001,2.37,0.58,
2799.HK,CITIC FAMC,2022,Financial Services,62.592425984,0.5248463000000001,-0.3784,1.02,0.41,-0.6100000000000001,0.0,-59.8,25.04,
9901.HK,NEW ORIENTAL-S,2022,Consumer Defensive,62.549839872,24.2209188,-5.46,16.13967,28.46415,12.32448,0.0,76.36,-13.82,
0598.HK,SINOTRANS,2022,Industrials,62.420410368,120.22285102230701,0.61039,1.82163,2.12025,0.2986199999999999,0.3364,34.86,11.28,3.473598846639034
2076.HK,BOSS ZHIPIN-W,2022,Communication Services,62.022529024,4.9621682,0.132,78.3784,78.12878,-0.249619999999993,0.0,-0.32,1.17,591.884696969697
1071.HK,HUADIAN POWER,2022,Utilities,61.954678784,117.76438960000002,-0.088,2.9578,2.95663,-0.0011700000000001,0.29293,9.86,6.26,
1618.HK,MCC,2022,Industrials,61.818576896,651.9359792,0.495,1.75984,1.566,-0.19384,0.091394,-5.82,4.11,3.1636363636363636
1772.HK,GANFENGLITHIUM,2022,Basic Materials,61.786836992,46.00475976525,11.198,83.09497,54.246,-28.84897,0.351318,-34.3,32.92,4.844257903197
