Ticker,Name,Year,Sector,Market Cap (B HKD),Revenue (B HKD),EPS (HKD),First_Close,Last_Close,Close_Difference,Dividends,Growth (%),ROA (%),PE_Ratio
3328.HK,BANKCOMM,2024,Financial Services,578.259255296,284.2774,,4.34345,6.18503,1.8415800000000004,0.411147,51.86,9.99,
1658.HK,PSBC,2024,Financial Services,557.993754624,257.92800000000005,0.8910000000000001,3.34108,4.47288,1.1318,0.285971,42.43,3.2,5.02006734006734
2899.HK,ZIJIN MINING,2024,Basic Materials,494.22467072,334.0039528683001,1.331,12.62836,14.16,1.5316399999999994,0.329417,14.74,17.32,10.638617580766342
0388.HK,HKEX,2024,Financial Services,478.742577152,17.346,10.32,249.9875,291.0672,41.0797,8.27,19.74,5.8,28.20418604651163
0981.HK,SMIC,2024,Technology,433.834295296,62.6333838,,19.4,31.7,12.3,0.0,63.4,8.56,
9633.HK,NONGFU SPRING,2024,Consumer Defensive,432.427925504,47.1855912,1.1858000000000002,43.45602,34.0,-9.456020000000002,0.82,-19.87,38.81,28.672626075223473
0998.HK,CITIC BANK,2024,Financial Services,428.174409728,234.05470000000003,1.342,3.25897,5.38,2.12103,0.555307,82.12,2.51,4.008941877794337
0945.HK,MANULIFE-S,2024,Financial Services,427.051122688,45.582,2.85,169.4798,237.15627,67.67647,8.951248,45.21,-1.0,83.21272631578947
6030.HK,CITIC SEC,2024,Financial Services,401.078157312,70.042906559923,1.551,15.13693,21.25,6.11307,0.52065,43.82,10.94,13.700838168923276
9618.HK,JD-SW,2024,Consumer Cyclical,382.251630592,1274.7009,15.213,109.05975,135.45732,26.397570000000016,2.96932,26.93,9.98,8.904050483139422
1339.HK,PICC GROUP,2024,Financial Services,362.51648,658.6701,1.045,2.20002,3.9,1.69998,0.239142,88.14,10.23,3.732057416267943
2388.HK,BOC HONG KONG,2024,Financial Services,349.959651328,71.843,3.6162,19.15758,24.72974,5.57216,1.715,38.04,5.35,6.838598528842431
2328.HK,PICC P&C,2024,Financial Services,334.086864896,529.5818,1.5906,8.55355,12.22,3.666450000000001,0.7628820000000001,51.78,6.18,7.68263548346536
9961.HK,TRIP.COM-S,2024,Consumer Cyclical,330.723131392,58.62340000000001,,280.02002,539.65308,259.63306000000006,0.0,92.72,9.0,
2601.HK,CPIC,2024,Financial Services,315.434958848,342.6302,5.1370000000000005,14.58055,25.3,10.71945,1.121439,81.21,13.41,4.925053533190578
2611.HK,GTHT,2024,Financial Services,308.73370624,47.4078725406,,8.03454,11.24,3.2054600000000004,0.603727,47.41,5.93,
0267.HK,CITIC,2024,Industrials,284.212232192,1044.6579,2.2,7.09381,9.2,2.106189999999999,0.575237,37.8,1.58,4.181818181818181
2888.HK,STANCHART,2024,Financial Services,280.274731008,154.5492,11.0214,65.55145,95.32308,29.77163,2.34435895,48.99,9.67,8.648908487125048
0762.HK,CHINA UNICOM,2024,Communication Services,272.016228352,428.5479000000001,,4.44538,7.38,2.93462,0.41711,75.4,18.09,
1919.HK,COSCO SHIP HOLD,2024,Industrials,261.8482688,257.2449869,,7.42989,12.8,5.37011,0.8217209999999999,83.34,19.63,
9992.HK,POP MART,2024,Consumer Cyclical,259.920904192,14.341523900000002,2.596,19.76367,90.0,70.23633,0.3095,356.95,39.04,34.66872110939907
2020.HK,ANTA SPORTS,2024,Consumer Cyclical,255.939330048,77.9086,6.105,70.45641,77.16949,6.713079999999991,2.33,12.83,27.33,12.640375102375101
6818.HK,CEB BANK,2024,Financial Services,246.581919744,148.9422,0.682,2.02166,2.90444,0.8827800000000003,0.189606,53.04,2.67,4.258709677419355
9888.HK,BIDU-SW,2024,Communication Services,243.3900544,146.4375,9.141000000000002,115.3,82.7,-32.599999999999994,0.0,-28.27,13.36,9.047150202384858
6690.HK,HAIER SMARTHOME,2024,Consumer Cyclical,238.947237888,314.579347724323,2.2220000000000004,20.90025,27.45,6.54975,0.879613,35.55,12.54,12.35373537353735
2378.HK,PRU,2024,Financial Services,238.905933824,63.4842,6.559799999999999,86.2133,60.95802,-25.25528000000001,1.7183581,-27.3,11.27,9.29266441050032
0016.HK,SHK PPT,2024,Real Estate,234.73799168,71.506,6.57,78.73274,74.07347,-4.659270000000007,3.75,-1.15,3.84,11.274500761035007
6936.HK,SF HOLDING,2024,Industrials,232.244543488,312.8620649,,34.3,33.7,-0.5999999999999943,0.0,-1.75,17.14,
2015.HK,LI AUTO-W,2024,Consumer Cyclical,229.407719424,158.9059406,4.433000000000001,139.39999,94.4,-44.99999,0.0,-32.28,8.51,21.294834198060002
1024.HK,KUAISHOU-W,2024,Communication Services,218.188709888,139.5878,,52.0,41.45,-10.549999999999995,0.0,-20.29,18.35,
1766.HK,CRRC,2024,Industrials,212.26364928,271.10248440000004,0.473,3.25751,4.99,1.7324900000000003,0.219571,59.92,5.51,10.549682875264272
0788.HK,CHINA TOWER,2024,Communication Services,209.0975232,107.54920000000001,6.7518,8.1,11.3,3.200000000000001,0.0,39.51,22.14,1.6736277733345182
6160.HK,BEIGENE,2024,Healthcare,205.533462528,29.7198798,-3.666,105.8,109.7,3.9000000000000057,0.0,3.69,-6.7,
0011.HK,HANG SENG BANK,2024,Financial Services,201.967566848,41.572,9.33,79.01026,91.79086,12.780599999999993,6.8,24.78,3.26,9.838248660235799
0175.HK,GEELY AUTO,2024,Consumer Cyclical,198.939721728,264.213697,1.804,8.16159,14.84,6.67841,0.22,84.52,13.59,8.226164079822617
1698.HK,TME-SW,2024,Communication Services,198.008225792,31.241100000000003,2.365,34.35389,44.22842,9.87453,0.53529114,30.3,11.94,18.701234672304437
1988.HK,MINSHENG BANK,2024,Financial Services,191.400689664,149.919,,2.41455,3.44,1.0254499999999998,0.236751,52.27,10.14,
2359.HK,WUXI APPTEC,2024,Healthcare,189.149380608,43.16557449586799,3.608,71.07307,55.20919,-15.863880000000002,1.087,-20.79,19.91,15.301881929046562
2333.HK,GWMOTOR,2024,Consumer Cyclical,188.412903424,219.57540509428705,1.639,9.67465,13.62,3.94535,0.33011,44.19,8.12,8.309945088468577
1816.HK,CGN POWER,2024,Utilities,181.223145472,95.48485640992101,0.2354,1.99117,2.85,0.85883,0.10324,48.32,10.39,12.107051826677996
1109.HK,CHINA RES LAND,2024,Real Estate,180.412776448,306.6793675,3.949,24.982,22.5,-2.4819999999999998,1.5850000000000002,-3.59,6.11,5.69764497341099
2097.HK,MIXUE GROUP,2024,Consumer Defensive,180.3190272,27.311761400000005,,,,,0.0,,34.68,
2423.HK,BEKE-W,2024,Real Estate,177.027989504,102.80324780000001,1.309,41.21236,47.42595,6.213590000000004,0.9142614,17.3,6.52,36.23067226890756
0001.HK,CKH HOLDINGS,2024,Industrials,173.309313024,281.351,4.46,38.83447,41.55,2.715529999999994,2.463,13.33,7.39,9.316143497757848
0066.HK,MTR CORPORATION,2024,Industrials,172.470124544,60.011,2.54,28.48562,27.1,-1.3856199999999994,1.31,-0.27,5.96,10.669291338582678
0669.HK,TECHTRONIC IND,2024,Industrials,168.321286144,114.0486048,4.79154,89.80553,101.10975,11.30422,2.06,14.88,15.56,21.10172303685245
0002.HK,CLP HOLDINGS,2024,Utilities,166.87202304,90.964,4.65,59.7753,64.15617,4.380870000000002,3.1,12.51,11.45,13.797025806451613
3993.HK,CMOC,2024,Basic Materials,164.372922368,234.33153131826904,,4.25602,5.29,1.0339799999999997,0.16957,28.28,22.79,
0763.HK,ZTE,2024,Technology,157.157998592,133.42862720000002,,16.00568,24.6,8.59432,0.7485,58.37,9.36,
6886.HK,HTSC,2024,Financial Services,157.114073088,43.019332212087,,8.90989,13.08,4.170109999999999,0.636186,53.94,12.86,
6881.HK,CGS,2024,Financial Services,156.858089472,24.880664600000003,0.8910000000000001,3.79626,7.13,3.33374,0.331989,96.56,7.45,8.002244668911334
3606.HK,FUYAO GLASS,2024,Consumer Cyclical,155.929673728,43.17682299370001,,35.26068,53.90262,18.64194,1.433363,56.93,19.73,
9868.HK,XPENG-W,2024,Consumer Cyclical,151.529619456,44.9529399,,56.4,46.85,-9.549999999999995,0.0,-16.93,-3.88,
6099.HK,CMSC,2024,Financial Services,149.570830336,21.343144235138006,,5.93107,15.84,9.90893,0.387,173.59,12.68,
1336.HK,NCI,2024,Financial Services,147.283591168,74.8154,9.251,13.99255,23.55,9.55745,0.931584,74.96,1.89,2.5456707382985626
0688.HK,CHINA OVERSEAS,2024,Real Estate,147.099451392,203.66942970000002,1.573,12.42166,12.4,-0.0216599999999989,0.75,5.86,3.37,7.883026064844247
1898.HK,CHINA COAL,2024,Energy,140.759416832,200.09830610000003,1.5070000000000003,6.8507,9.27,2.4193,0.72577,45.91,13.31,6.151293961512938
0027.HK,GALAXY ENT,2024,Consumer Cyclical,140.433965056,43.432373,,43.40804,33.0,-10.40804,0.8,-22.13,13.39,
3692.HK,HANSOH PHARMA,2024,Healthcare,139.429953536,13.486895400000002,0.8140000000000001,14.86597,17.28,2.4140300000000003,0.3432,18.55,19.09,21.22850122850123
0390.HK,CHINA RAILWAY,2024,Industrials,139.091574784,1276.342573,,3.23561,3.97,0.7343900000000003,0.2301,29.81,2.37,
1880.HK,CTG DUTY-FREE,2024,Consumer Cyclical,138.950656,62.12123311577701,2.2687500000000003,70.91957,53.1,-17.81956999999999,1.81194,-22.57,11.09,23.404958677685947
1800.HK,CHINA COMM CONS,2024,Industrials,138.827759616,845.0673000000002,,3.10676,5.5,2.39324,0.47614,92.36,4.3,
2338.HK,WEICHAI POWER,2024,Consumer Cyclical,138.209984512,237.25955504880204,1.4410000000000005,12.46073,11.92,-0.5407299999999999,0.7286,1.51,10.83,8.272033310201246
1913.HK,PRADA,2024,Consumer Cyclical,137.792454656,5.431557,0.328,43.11406,62.33673,19.22267,1.133881,47.22,23.55,190.051006097561
1378.HK,CHINAHONGQIAO,2024,Basic Materials,137.09545472,171.785592,,5.88751,11.72,5.832490000000001,0.8799999999999999,114.01,20.51,
1787.HK,SD GOLD,2024,Basic Materials,135.74979584,90.76979289213,,14.89952,12.56,-2.3395200000000003,0.15374,-14.67,8.72,
3908.HK,CICC,2024,Financial Services,133.360877568,34.0183539784,1.144,10.65544,12.86,2.204559999999999,0.295404,23.46,3.07,11.241258741258742
9987.HK,YUM CHINA,2024,Consumer Cyclical,131.764625408,88.1634,18.252,327.71222,374.36612,46.65390000000002,5.001152,15.76,15.07,20.510964277887357
1038.HK,CKI HOLDINGS,2024,Utilities,130.51580416,4.993,,41.29736,57.75,16.452640000000002,2.5700000000000003,46.06,6.3,
0003.HK,HK & CHINA GAS,2024,Utilities,130.43269632,55.4728,,5.60015,6.19,0.5898500000000002,0.35,16.78,9.05,
6618.HK,JD HEALTH,2024,Healthcare,129.426653184,63.975869100000004,1.4520000000000002,38.2,28.25,-9.950000000000005,0.0,-26.05,7.75,19.455922865013772
0753.HK,AIR CHINA,2024,Industrials,128.686317568,183.368768,-0.011,4.95,5.15,0.2000000000000001,0.0,4.04,10.79,
0914.HK,CONCH CEMENT,2024,Basic Materials,128.532348928,100.1325768333,1.606,16.96192,19.72,2.75808,1.05441,22.48,8.34,12.278953922789539
0486.HK,RUSAL,2024,Basic Materials,128.137977856,94.2396,,2.53,3.17,0.6400000000000001,0.0,25.3,8.04,
1776.HK,GF SEC,2024,Financial Services,126.30269952,29.046374715963005,,8.68995,10.54,1.8500499999999995,0.440203,26.36,5.91,
1928.HK,SANDS CHINA LTD,2024,Consumer Cyclical,126.094860288,55.224,,23.75,20.85,-2.8999999999999986,0.0,-12.21,19.21,
6806.HK,SWHY,2024,Financial Services,122.464821248,26.522316908175004,0.231,1.33891,2.32,0.9810899999999998,0.079952,79.25,12.79,10.043290043290042
0992.HK,LENOVO GROUP,2024,Technology,121.19392256,443.5375152,0.6559799999999999,10.60932,10.12,-0.4893200000000011,0.385,-0.98,9.13,15.427299612793075
1171.HK,YANKUANG ENERGY,2024,Energy,118.476570624,153.0368774,1.6031400000000002,10.58252,8.93,-1.6525200000000009,1.4267,-2.13,14.19,5.570318250433523
0012.HK,HENDERSON LAND,2024,Real Estate,115.951296512,25.256,,21.85254,23.65,1.7974599999999974,1.8,16.46,2.06,
1113.HK,CK ASSET,2024,Real Estate,114.792783872,45.529,3.89,36.20813,31.7,-4.508129999999998,2.01,-6.9,3.74,8.149100257069408
2057.HK,ZTO EXPRESS-W,2024,Industrials,114.711396352,48.70879200000001,,161.44432,151.31581,-10.128510000000006,7.580065,-1.58,17.91,
6181.HK,LAOPU GOLD,2024,Consumer Cyclical,113.816100864,9.356116,10.417000000000002,70.0,243.0,173.0,0.0,247.14,37.46,23.327253527887105
0916.HK,CHINA LONGYUAN,2024,Utilities,113.785831424,40.776611248604,0.82885,5.66584,6.44,0.7741600000000002,0.2446,17.98,10.89,7.769801532243471
1876.HK,BUD APAC,2024,Consumer Defensive,113.592590336,48.7188,0.42978,13.48857,7.5,-5.988569999999999,0.4128,-41.34,12.41,17.45078877565266
0902.HK,HUANENG POWER,2024,Utilities,112.044736512,270.1060158478,,4.08024,4.28,0.1997600000000003,0.22042,10.3,9.69,
2600.HK,CHALCO,2024,Basic Materials,111.110995968,260.77219190000005,0.7953,3.89533,4.51,0.6146699999999998,0.0877,18.03,17.65,5.670816044260027
1186.HK,CHINA RAIL CONS,2024,Industrials,110.977286144,1173.8884707,,4.231,5.75,1.519,0.3842,44.98,3.88,
0006.HK,POWER ASSETS,2024,Utilities,110.711169024,6.774,,42.7106,54.35,11.639400000000002,2.8200000000000003,33.85,6.93,
1929.HK,CHOW TAI FOOK,2024,Consumer Cyclical,109.261160448,108.713,,10.59897,6.76,-3.83897,0.5,-31.5,13.19,
6969.HK,SMOORE INTL,2024,Consumer Defensive,109.041655808,12.978528200000001,0.23562,6.26781,13.24,6.97219,0.1,112.83,7.87,56.192173839232666
2727.HK,SH ELECTRIC,2024,Industrials,106.790240256,127.80472760000002,0.0528,1.62,2.85,1.23,0.0,75.93,3.04,53.97727272727273
1055.HK,CHINA SOUTH AIR,2024,Industrials,104.277426176,191.64640000000003,,3.25,4.09,0.8399999999999999,0.0,25.85,10.79,
0836.HK,CHINA RES POWER,2024,Utilities,101.57391872,105.284283,2.97,15.09891,18.88,3.781089999999999,1.042,31.94,11.21,6.356902356902356
1972.HK,SWIREPROPERTIES,2024,Real Estate,97.071284224,14.428,-0.13,13.82977,15.22989,1.4001199999999994,1.06,17.79,0.87,
2269.HK,WUXI BIO,2024,Healthcare,94.2268416,20.5429081,,28.7,17.6,-11.099999999999998,0.0,-38.68,12.41,
0168.HK,TSINGTAO BREW,2024,Consumer Defensive,93.419954176,35.351613122100005,3.5101,48.01218,57.0,8.98782,2.19,23.28,15.18,16.238853593914705
0316.HK,OOIL,2024,Industrials,90.603175936,83.4751554,30.42,104.25362,115.3,11.04638,6.045,16.39,19.9,3.7902695595003286
1179.HK,HWORLD-S,2024,Consumer Cyclical,89.16578304,26.280100000000004,,25.44291,25.8635,0.4205899999999971,0.4923324,3.59,11.35,
2016.HK,CZBANK,2024,Financial Services,89.099173888,72.3778,0.5720000000000001,1.84754,2.22,0.3724600000000002,0.180245,29.92,0.98,3.881118881118881
6862.HK,HAIDILAO,2024,Consumer Cyclical,88.589402112,47.0301557,0.957,12.94637,15.9,2.9536300000000004,1.215,32.2,45.66,16.614420062695928
3996.HK,CH ENERGY ENG,2024,Industrials,88.105558016,480.38403270000003,,0.73421,1.03,0.29579,0.0285,44.17,3.8,
6823.HK,HKT-SS,2024,Communication Services,87.11663616,34.753,0.6692,8.5248,9.62,1.0951999999999984,0.7736000000000001,21.92,11.69,14.3753735803945
2367.HK,GIANT BIOGENE,2024,Consumer Defensive,86.906191872,6.092693200000001,,34.74131,50.2,15.458690000000004,0.49,45.91,34.32,
0291.HK,CHINA RES BEER,2024,Consumer Defensive,86.614802432,42.4985,1.606,30.49259,25.3,-5.192589999999999,0.7909999999999999,-14.43,14.41,15.753424657534246
3618.HK,CQRC BANK,2024,Financial Services,86.302072832,30.451065700000004,1.089,2.78451,4.67,1.88549,0.31684,79.09,7.59,4.288337924701561
2313.HK,SHENZHOU INTL,2024,Consumer Cyclical,85.909020672,31.529231800000005,4.565,76.18488,61.9,-14.284880000000008,2.33,-15.69,18.77,13.559693318729462
9863.HK,LEAPMOTOR,2024,Consumer Cyclical,85.766627328,35.3806024,-2.321,34.0,32.35,-1.6499999999999986,0.0,-4.85,-6.17,
0288.HK,WH GROUP,2024,Consumer Defensive,85.705736192,202.3398,0.97968,4.26094,5.50202,1.2410800000000002,0.35,37.34,16.51,5.6161399640699
0670.HK,CHINA EAST AIR,2024,Industrials,84.56081408,145.332,,2.27,2.58,0.31,0.0,13.66,9.65,
0241.HK,ALI HEALTH,2024,Healthcare,84.481949696,29.729210500000004,0.06919,4.17,3.33,-0.8399999999999999,0.0,-20.14,5.58,48.1283422459893
1209.HK,CHINA RES MIXC,2024,Real Estate,84.452507648,18.7469238,1.7490000000000003,25.60437,28.9,3.295629999999999,1.463,18.59,20.42,16.523727844482558
0087.HK,SWIRE PACIFIC B,2024,Industrials,84.087472128,81.969,3.06,9.12694,10.77898,1.6520400000000013,0.65,25.22,3.07,3.5225424836601307
1801.HK,INNOVENT BIO,2024,Healthcare,83.545653248,10.3640768,-0.066,42.5,36.7,-5.799999999999997,0.0,-13.65,2.08,
0019.HK,SWIRE PACIFIC A,2024,Industrials,82.41225728,81.969,,60.04116,68.39814,8.35698,3.25,19.33,3.07,
9660.HK,HORIZONROBOT-W,2024,Technology,82.072420352,2.6219094,0.561,4.1,3.6,-0.4999999999999995,0.0,-12.2,15.1,6.4171122994652405
2202.HK,CHINA VANKE,2024,Real Estate,81.916297216,377.49408478425596,-4.587000000000001,6.9,5.28,-1.62,0.0,-23.48,-3.83,
6990.HK,SKB BIO-B,2024,Healthcare,81.163706368,2.1263495,-1.32,103.5,168.0,64.5,0.0,62.32,-1.22,
2238.HK,GAC GROUP,2024,Consumer Cyclical,80.896753664,118.5621876296,0.088,3.39801,3.43,0.0319899999999999,0.142753,5.14,4.03,38.977272727272734
3958.HK,DFZQ,2024,Financial Services,80.345284608,20.605769123313003,,3.20742,5.11,1.9025800000000004,0.24755,67.04,18.16,
0285.HK,BYD ELECTRONIC,2024,Technology,78.073380864,195.03610390000003,2.079,35.25351,42.05,6.796489999999999,0.5915,20.96,14.2,20.226070226070224
0177.HK,JIANGSU EXPRESS,2024,Industrials,76.575719424,25.51802485603801,1.08009,6.8578,8.57,1.7122000000000002,0.5153,32.48,12.02,7.934523974853947
9926.HK,AKESO,2024,Healthcare,74.947510272,2.3363384,,45.7,60.65,14.949999999999996,0.0,32.71,-2.06,
0322.HK,TINGYI,2024,Consumer Defensive,74.7126784,88.7160054,0.72908,8.99317,10.1,1.1068300000000004,0.29765,15.62,20.67,13.853075108355737
6178.HK,EB SECURITIES,2024,Financial Services,74.631544832,10.431655568004,0.638,4.76098,8.0,3.23902,0.405651,76.55,27.21,12.539184952978056
2618.HK,JD LOGISTICS,2024,Industrials,74.481106944,201.12134240000003,1.1,9.49,12.9,3.41,0.0,35.93,19.96,11.727272727272727
0083.HK,SINO LAND,2024,Real Estate,74.29881856,8.765,0.52,7.62836,7.71057,0.0822099999999999,0.58,8.68,2.76,14.828019230769229
1177.HK,SINO BIOPHARM,2024,Healthcare,72.469487616,31.752774900000002,,3.28307,3.22,-0.0630699999999997,0.06,-0.09,11.59,
9866.HK,NIO-SW,2024,Consumer Cyclical,72.43317248,72.3047149,,69.0,34.95,-34.05,0.0,-49.35,-14.24,
2319.HK,MENGNIU DAIRY,2024,Consumer Defensive,71.966081024,97.54225140000001,,19.05708,17.6,-1.4570799999999977,0.5369,-4.83,6.08,
2382.HK,SUNNY OPTICAL,2024,Technology,71.489077248,42.1239401,,67.30425,68.9,1.5957500000000095,0.219,2.7,12.0,
6066.HK,CSC,2024,Financial Services,70.66353664,33.93962440000001,0.8690000000000001,6.38259,9.82,3.43741,0.372,59.68,3.46,11.300345224395857
0960.HK,LONGFOR GROUP,2024,Real Estate,69.026390016,140.2224428,1.7380000000000002,11.35033,10.0,-1.3503299999999996,0.2525,-9.67,3.3,5.7537399309551205
2688.HK,ENN ENERGY,2024,Utilities,68.730191872,120.83830000000002,5.885,53.77493,56.0,2.2250700000000023,2.96,9.64,13.5,9.515717926932881
0358.HK,JIANGXI COPPER,2024,Basic Materials,67.71402752,573.0210705373,2.211,10.55453,12.5,1.9454700000000005,0.6593,24.68,6.95,5.653550429669833
1093.HK,CSPC PHARMA,2024,Healthcare,67.253788672,31.910179400000004,0.40557,6.82898,4.76,-2.06898,0.3,-25.9,17.25,11.73656828660897
0135.HK,KUNLUN ENERGY,2024,Energy,66.847481856,205.75060000000002,,6.7114,8.41,1.6986,0.4817,32.49,14.27,
0293.HK,CATHAY PAC AIR,2024,Industrials,66.583502848,104.371,1.492,7.15028,9.11736,1.9670799999999995,0.63,36.32,15.86,6.11083109919571
1157.HK,ZOOMLION,2024,Industrials,66.517991424,50.026002957524,0.451,3.99149,5.7,1.70851,0.3507,51.59,5.6,12.638580931263858
2607.HK,SH PHARMA,2024,Healthcare,65.973399552,302.776028378626,1.353,11.05515,12.62,1.56485,0.528029,18.93,6.0,9.327420546932741
1308.HK,SITC,2024,Industrials,63.675359232,23.8528602,,11.64292,19.34895,7.706029999999998,1.62,80.1,38.56,
1818.HK,ZHAOJIN MINING,2024,Basic Materials,63.0545408,12.705748000000002,,9.65976,10.98,1.32024,0.044,14.12,8.27,
2196.HK,FOSUN PHARMA,2024,Healthcare,62.829338624,45.173915448849,,16.35723,14.1,-2.2572300000000016,0.3,-11.97,8.06,
0151.HK,WANT WANT CHINA,2024,Consumer Defensive,62.674460672,25.944959700000005,0.37015,4.46324,4.61,0.1467600000000004,0.2573,9.05,26.68,12.454410374172634
0004.HK,WHARF HOLDINGS,2024,Real Estate,62.648614912,12.115,-1.05,23.52696,21.42258,-2.104379999999999,0.4,-7.24,-2.78,
2799.HK,CITIC FAMC,2024,Financial Services,62.592425984,11.0133111,0.1199,0.395,0.64,0.245,0.0,62.03,20.69,5.337781484570475
9901.HK,NEW ORIENTAL-S,2024,Consumer Defensive,62.549839872,33.6459708,1.482,58.22667,48.95,-9.276669999999996,0.4688622,-15.13,7.98,33.02968960863698
0598.HK,SINOTRANS,2024,Industrials,62.420410368,116.18285069097301,,3.00633,3.68,0.67367,0.31605,32.92,11.25,
2076.HK,BOSS ZHIPIN-W,2024,Communication Services,62.022529024,8.0912447,1.98,55.9,52.95,-2.949999999999996,0.0,-5.28,10.59,26.742424242424246
1071.HK,HUADIAN POWER,2024,Utilities,61.954678784,124.29337690000001,0.5060000000000001,3.42222,4.01,0.58778,0.16469,21.99,11.18,7.924901185770748
1618.HK,MCC,2024,Industrials,61.818576896,607.2271018,0.264,1.42309,1.64,0.2169099999999999,0.078964,20.79,2.32,6.212121212121211
1772.HK,GANFENGLITHIUM,2024,Basic Materials,61.786836992,20.797043234121,-1.1330000000000002,27.52302,20.05,-7.473019999999998,0.877382,-23.96,0.08,
9626.HK,BILIBILI-W,2024,Communication Services,59.873787904,29.514677500000005,,93.95,143.0,49.05,0.0,52.21,4.0,
0144.HK,CHINA MER PORT,2024,Industrials,59.10798336,11.842,1.886,10.02563,13.84,3.81437,0.73,45.33,8.34,7.338282078472959
3898.HK,TIMES ELECTRIC,2024,Industrials,58.899062784,27.2263331087,2.882000000000001,21.049,32.8,11.750999999999998,0.855,59.89,9.47,11.380985426786948
1347.HK,HUA HONG SEMI,2024,Technology,58.8754944,15.6311454,0.2652,18.36248,21.75,3.3875199999999985,0.165,19.35,4.18,82.01357466063348
6198.HK,QINGDAO PORT,2024,Industrials,58.723885056,20.8350983302,0.8910000000000001,4.01461,6.38,2.36539,0.321794,66.94,15.13,7.160493827160493
1997.HK,WHARF REIC,2024,Real Estate,58.72068608,12.912,,22.92637,19.29636,-3.630009999999999,1.25,-10.38,1.81,
3311.HK,CHINA STATE CON,2024,Industrials,58.1044224,115.106744,1.86,8.66849,12.08,3.41151,0.615,46.45,6.29,6.494623655913978
1072.HK,DONGFANG ELEC,2024,Industrials,57.948266496,76.664649295817,1.034,6.87301,9.73,2.8569900000000006,0.521119,49.15,3.94,9.410058027079303
1456.HK,GLMS SEC,2024,Financial Services,57.890512896,4.9625224,,3.26722,4.59,1.3227799999999998,0.155704,45.25,2.26,
